class,definition
https://www.w3id.org/climoo/climoo-sdc2#ClimOO_0000301,"A climate system process that alters the climate of a climate system for an extended period of time (typically decades or longer), and can be identified by the variation of the mean and/or the variability of the attributes, according to which that climate is statistically described."
