class,definition
https://www.w3id.org/climoo/climoo-sdc2#ClimOO_0000297,"A disposition that is realized in some climate system process and is statistically described in terms of the mean and variability of relevant attributes (usually temperature, precipitation, and wind) over a period of time ranging from months to thousands or millions of years. Note: typically it realizes in seasonal cycles."
