class,definition
https://www.w3id.org/climoo/climoo-sdc2#ClimOO_0000298,"A complex system that bears a climate disposition. Earth climate systemt is mainly composed of the atmosphere, the hydrosphere, the cryosphere, the lithosphere and the biosphere."
